,station_name,Latitude,longitude,from06_to10,from10_to14,from14_to18,from18_to22,from22_to02,from02_to06
254,사평,37.5042952,127.0151398,8763.5,5574.5,8113.75,7929.25,693.5,199.5
255,샛강,37.51681088,126.92880430000001,17343.5,8651.75,13361.25,15765.0,1167.25,423.25
256,선유도,37.537880799999996,126.8939797,25470.0,10864.0,16253.75,22170.5,1847.0,563.5
257,신논현,37.5044775,127.02459520000001,73501.75,57666.0,78152.0,92100.0,7726.0,990.25
258,신목동,37.544227,126.8831853,12103.0,5755.0,7776.0,10149.25,1265.25,438.5
259,신반포,37.503601399999994,126.99641799999999,9052.25,5275.25,8476.0,7201.25,677.75,199.25
260,신방화,37.5675245,126.81665559999999,20844.5,12431.0,16076.25,19279.75,2441.5,1126.25
261,양천향교,37.5684614,126.8412443,30554.25,15456.5,21487.0,28464.5,3278.25,1141.25
262,염창,37.5469959,126.8753747,54717.75,26651.25,36145.75,53885.5,6317.5,2502.5
263,증미,37.5569504,126.86280390000002,23792.0,12473.75,17215.75,22473.75,1831.75,641.0
264,흑석,37.5083823,126.9639489,20443.25,17267.0,23035.5,20354.0,2547.0,892.75
265,둔촌오륜,37.519889299999996,127.138351,3753.5,1910.75,2704.25,2229.5,291.5,91.0
266,봉은사,37.5151321,127.05679440000002,44897.0,26031.0,38367.25,44530.25,2735.75,534.25
267,삼성중앙,37.5130955,127.0534747,21734.75,10360.25,15336.25,19972.25,1476.5,241.0
268,삼전,37.5045347,127.0872078,19518.75,11392.75,15305.5,20401.5,2709.0,850.75
269,석촌고분,37.5024441,127.0966143,17462.5,10089.0,13419.0,18046.25,2200.0,510.0
270,선정릉,37.5107312,127.0436945,30252.0,15797.25,20907.0,28273.25,2499.0,387.5
271,송파나루,37.511245,127.11279540000001,12876.5,8238.75,11222.5,14195.0,1618.75,440.25
272,언주,37.507321000000005,127.0338746,30229.0,18033.25,24742.25,28017.0,2480.0,460.25
273,중앙보훈병원,37.52970065,127.1477297,30177.75,19622.5,21267.25,19230.0,2316.0,585.25
274,한성백제,37.5167383,127.11624199999999,6684.5,4196.5,5774.0,6120.25,737.0,162.25
275,경기광주,37.3989287,127.2532479,23380.75,10552.25,14255.5,20664.25,1769.0,553.0
276,곤지암,37.349678600000004,127.3387125,6656.0,3624.0,5571.0,5640.25,604.5,149.5
277,부발,37.26065909,127.4903676,5140.75,3222.75,4999.25,5091.5,950.75,161.5
278,삼동,37.40920168,127.20348429999999,8338.0,3146.75,4676.0,6566.0,574.25,223.25
279,세종대왕릉,37.2936234,127.57064709999999,754.0,565.0,788.75,546.5,67.0,33.0
280,신둔도예촌,37.315548299999996,127.405293,3667.5,1962.0,2833.75,3101.5,359.5,136.5
281,여주,37.2828814,127.62860549999999,4188.75,3958.75,5190.5,4360.25,812.25,182.75
282,이매,37.39464,127.1284003,3300.25,1584.0,2183.75,2451.25,278.0,133.0
283,이천,37.264639200000005,127.4401238,6807.5,5035.5,6479.25,6780.0,906.75,129.5
284,초월,37.373549,127.2994545,10194.25,4402.25,6167.75,8916.0,1185.25,293.0
285,판교,37.3947237,127.11153119999999,14401.5,6273.25,9525.25,13801.5,781.75,136.0
286,관악,37.41958220000001,126.90628729999999,24465.25,12646.5,16328.0,20491.75,2471.75,2048.0
287,광명,37.41638,126.88469779999998,9220.5,4031.5,6796.5,9044.25,968.75,423.25
288,구로,37.5034468,126.8825086,62130.0,33619.0,49404.25,53553.5,6393.75,8855.5
289,군포,37.3534271,126.9460497,32942.5,9862.75,16150.75,23965.25,2462.0,1600.25
290,금정,37.3723075,126.94339699999999,91123.5,39765.5,59620.25,81956.5,9991.25,6380.5
291,금천구청,37.454686200000005,126.8945614,40501.5,19526.0,26733.0,34754.0,3655.25,2814.5
292,남영,37.540538,126.9713213,31157.5,16264.5,23224.0,28284.25,2579.5,736.0
293,당정,37.339556099999996,126.9187493,21042.5,9345.25,12791.75,18117.25,2346.5,882.25
294,대방,37.51335770000001,126.9264784,45173.75,20531.5,30104.5,38057.0,3581.25,1812.75
295,독산,37.465994200000004,126.8873196,67800.25,23279.25,37119.75,53789.0,4507.5,2272.5
296,두정,36.8336521,127.1489375,12962.25,10671.75,14404.5,14650.25,3074.5,1158.0
297,명학,37.3843939,126.93560890000002,37177.0,12339.75,19151.75,26838.0,2722.25,1974.25
298,병점,37.206834,127.0331291,38539.75,22466.25,33608.0,39953.75,6017.75,2727.75
299,서동탄,37.1956553,127.05203259999999,5268.75,1865.5,2859.25,3789.5,695.0,260.25
300,서정리,37.057007299999995,127.0511053,15894.75,12056.5,19016.0,17706.75,2506.5,2351.25
301,석수,37.4351652,126.90004429999999,34310.5,16177.75,21329.0,28564.25,3154.75,2402.75
302,성균관대,37.3003482,126.9686713,43662.75,22478.75,30851.75,43461.25,5923.0,2152.75
303,성환,36.917070700000004,127.1266679,9555.5,7945.5,11412.5,8497.25,1500.0,442.5
304,세류,37.244114700000004,127.0137222,10133.5,4686.0,6736.0,8886.0,1261.0,919.5
305,세마,37.1866411,127.04384409999999,8190.75,4200.25,5496.0,7068.5,971.75,552.25
306,송탄,37.07553729999999,127.0521883,11490.0,8536.5,11294.25,12321.75,2293.5,1671.0
307,수원,37.2656542,126.999996,78862.25,72015.75,99672.75,106299.25,12942.25,5330.0
308,안양,37.4026888,126.91986090000002,64425.5,43616.5,56839.25,65061.75,7674.5,4029.75
309,영등포,37.515799200000004,126.90835700000001,89398.25,82355.0,116261.0,124356.0,10060.0,5673.25
310,오산,37.1459918,127.0649055,27665.25,19287.25,26968.25,28658.5,3341.5,1685.0
311,오산대,37.1692997,127.0631149,9311.75,5644.0,7153.75,8777.75,1208.5,671.75
312,용산,37.530190600000005,126.96514280000001,77522.75,63770.75,89370.75,95241.25,7641.25,1819.0
313,의왕,37.320652200000005,126.9459103,31636.5,13542.5,20308.75,25896.25,3116.0,1761.25
314,지제,37.0188005,127.070454,9154.5,4147.75,7570.25,7883.0,1224.75,767.5
315,직산,36.8707374,127.1439118,2381.75,1332.75,1936.0,1882.25,363.25,140.75
316,진위,37.109775299999995,127.06015330000001,5475.0,1953.75,3486.5,4477.75,465.75,209.25
317,천안,36.8094222,127.1466798,10317.0,13617.25,17111.5,13004.0,2118.0,1013.75
318,평택,36.989916799999996,127.0863693,27689.75,26757.25,36418.5,33005.25,4905.0,1841.0
319,화서,37.282752,126.97614420000001,25005.25,10420.0,15281.0,21169.25,2748.5,1872.0
320,가능,37.7483498,127.0444269,20775.75,13159.75,15176.5,17277.25,2619.25,1945.75
321,광운대,37.6235842,127.0618611,25187.25,17184.0,20948.0,21301.25,3402.75,1999.0
322,녹양,37.7594418,127.04233640000001,14613.75,8635.25,10930.75,12374.0,1907.0,1370.0
323,녹천,37.6446274,127.05139840000001,14391.25,9232.75,10755.5,11765.75,1578.75,1290.25
324,덕계,37.818636100000006,127.05665090000001,9703.0,4415.0,5892.5,6803.5,886.5,577.0
325,덕정,37.843445,127.0615487,18595.5,10683.5,13191.5,14388.5,2162.25,982.75
326,도봉,37.679207700000006,127.04554679999998,17308.0,13747.25,16930.75,14601.75,1873.5,1791.0
327,동두천,37.9278263,127.05478219999999,7260.25,4927.5,5518.0,4775.75,574.0,272.75
328,동두천중앙,37.9018085,127.0565409,9608.25,7736.5,8264.25,6872.25,1128.75,665.5
329,망월사,37.7102001,127.0473858,21327.25,15537.0,18840.25,19690.25,2852.25,1917.75
330,방학,37.6676904,127.04430330000001,28509.75,20376.75,26187.25,25069.75,3144.5,2895.0
331,보산,37.9141529,127.0572513,4328.75,3464.5,4416.25,4165.5,678.75,415.5
332,서빙고,37.519724,126.98967490000001,5945.25,3021.25,5036.0,4275.0,424.0,307.75
333,소요산,37.9490754,127.0611727,4107.75,10572.0,11039.0,2602.75,419.0,244.25
334,신이문,37.6016378,127.0672904,27564.75,16572.25,20974.5,23358.75,2921.75,2459.75
335,양주,37.773960200000005,127.0425933,23913.75,14330.0,17057.25,19756.25,2790.25,1644.75
336,외대앞,37.5953979,127.06304990000001,18064.0,16807.5,22274.75,20475.25,2997.0,1427.25
337,월계,37.633063299999996,127.0588653,18212.0,13773.75,16667.0,16524.0,2075.0,1558.75
338,응봉,37.550275899999995,127.03472790000001,5442.75,3105.5,4199.25,4173.5,530.5,332.75
339,의정부,37.737705600000005,127.046029,47346.5,41080.0,52437.0,52829.25,6955.25,3076.75
340,지행,37.892269,127.0558058,18055.25,13052.25,15683.0,17466.5,2899.75,1146.0
341,한남,37.529445200000005,127.0092424,12304.5,7974.25,11782.0,10186.75,1105.0,507.25
342,회룡,37.7249474,127.0473751,39486.0,25136.5,29850.5,32455.5,4257.25,3767.25
343,가좌,37.5686247,126.9128638,16307.0,9783.5,12935.25,12945.75,1799.25,529.5
344,강매,37.612595899999995,126.8432482,10569.25,4242.0,5496.0,8002.75,1122.25,476.5
345,계양,37.5715085,126.7363875,0.25,0.25,0.0,0.0,0.0,0.0
346,곡산,37.645891999999996,126.79951129999999,1863.0,943.5,1421.75,1407.25,146.25,106.75
347,금릉,37.7512692,126.7634753,13504.25,7838.25,10489.75,11838.25,1757.5,643.25
348,금촌,37.7661102,126.7723263,19351.75,13147.75,16290.5,16134.0,2310.75,752.5
349,능곡,37.618272600000005,126.82163929999999,11769.0,6700.5,8259.5,9330.5,1618.75,534.75
350,문산,37.8544294,126.7878537,14574.75,10081.75,13292.0,12108.75,1796.25,848.25
351,백마,37.6575978,126.7949216,21988.5,9821.75,12465.0,19455.5,2423.75,934.5
352,서강대,37.552171200000004,126.93325630000001,5465.5,4141.0,5537.5,5132.5,765.5,97.75
353,수색,37.580758200000005,126.8955531,8924.75,3813.25,5781.75,6458.0,651.5,265.75
354,야당,37.7127533,126.7593467,17882.5,10009.5,13854.5,16940.0,2650.25,842.25
355,운정,37.725342700000006,126.7670466,20567.5,9445.25,13009.75,16995.5,2193.5,780.5
356,월롱,37.7955532,126.7904133,6622.5,2949.75,5145.25,5874.5,622.75,98.0
357,일산,37.6821159,126.7675945,29776.75,14595.0,19191.75,26583.5,3609.25,1518.0
358,임진강,37.8883503,126.74773870000001,13.0,37.5,116.5,0.0,0.0,0.0
359,탄현,37.6941052,126.7610261,23771.75,11206.0,15235.5,22548.5,3132.5,1127.75
360,파주,37.815057700000004,126.79242830000001,3407.0,2414.75,2895.0,2399.5,302.0,209.25
361,풍산,37.67237679,126.7863228,16217.0,9068.5,11342.0,14871.75,2143.0,686.0
362,행신,37.611993,126.83418870000001,25318.5,11455.75,15631.5,24062.25,3040.0,851.5
363,화전,37.6032316,126.86775870000001,4487.75,3691.5,4643.25,3597.25,544.0,157.0
364,간석,37.4647335,126.69353059999999,17305.0,10666.25,13523.75,15804.25,2565.0,1394.75
365,개봉,37.49463370000001,126.85870530000001,69855.5,38603.75,54070.25,67139.5,7367.25,5558.5
366,구일,37.4965396,126.8704644,20500.5,10317.5,14227.75,18681.5,1939.0,1161.25
367,도원,37.4688261,126.64240090000001,8778.25,7412.25,8696.25,6215.75,882.75,823.25
368,도화,37.4661244,126.66826409999999,12497.5,8123.0,9886.0,9499.5,1489.25,1041.75
369,동암,37.471045700000005,126.7028769,47037.0,29640.0,39811.25,46296.25,6842.0,5754.5
370,동인천,37.475128600000005,126.6330567,38831.0,28712.25,38054.5,35878.75,4434.0,2599.25
371,백운,37.4831229,126.7071115,22144.5,13760.75,17547.75,20234.75,2999.25,2005.5
372,부개,37.4884914,126.7406058,26790.75,15328.25,19555.75,23284.5,3336.0,2861.75
373,부천,37.4841098,126.7827347,90936.0,68059.5,90299.0,102078.5,13007.0,9444.0
374,부평,37.4895722,126.7237815,72339.0,62067.25,87496.5,95095.75,12206.75,7390.5
375,소사,37.4825018,126.79512959999998,29894.25,18699.75,22463.25,25309.75,3638.5,4749.5
376,송내,37.48770379999999,126.75288470000001,94478.25,44255.0,57625.75,85871.0,10006.25,5386.5
377,역곡,37.485218599999996,126.81181129999999,88822.25,46941.25,62559.25,83788.25,10410.25,6955.25
378,오류동,37.4943466,126.8445367,37371.25,22165.75,28344.75,34121.75,4286.25,3186.75
379,인천,37.455999999999996,126.7052,7487.0,7153.0,10332.0,5715.75,647.5,550.75
380,제물포,37.466814899999996,126.6569848,31589.5,18820.5,24138.75,26988.25,4109.25,2005.25
381,주안,37.46521646,126.68066770000001,52438.25,34232.75,46004.75,54687.25,8169.75,3810.0
382,중동,37.48681094,126.76447379999999,29744.75,16524.75,20759.75,25360.25,3514.25,2749.5
383,가평,37.8146834,127.51065120000001,3606.0,3782.75,4323.75,2737.5,379.0,153.25
384,갈매,37.63494163,127.11570090000001,10377.75,4439.75,5930.25,8049.25,1075.75,409.25
385,강촌,37.80607555,127.6339682,727.0,1306.75,1347.0,593.5,76.0,27.5
386,굴봉산,37.1587488,126.94484380000002,228.75,389.75,385.5,122.5,8.25,5.25
387,금곡,37.485218599999996,126.81181129999999,4887.25,3057.75,3773.25,3513.5,452.0,305.0
388,김유정,37.818342200000004,127.7141731,534.75,805.25,956.25,320.25,41.25,10.75
389,남춘천,37.8640321,127.7239567,4377.5,6123.25,7352.5,5225.25,1090.75,367.25
390,대성리,37.6842222,127.3794851,1049.75,1295.0,1577.0,873.25,90.5,47.0
391,마석,37.652888399999995,127.3116847,12130.25,7806.5,9028.25,9971.75,1316.5,365.5
392,백양리,37.83139372,127.58821529999999,304.5,402.25,496.0,249.5,53.25,5.75
393,별내,37.642333,127.12760859999999,8930.75,4706.0,7370.5,6984.0,905.75,464.5
394,사릉,37.64559725,127.1976637,12496.0,5189.75,6953.5,9979.0,1235.25,700.75
395,상천,37.7701656,127.45440090000001,641.5,725.5,893.5,347.75,39.5,23.0
396,천마산,37.65919073,127.285645,5139.0,3486.75,3917.25,4146.0,507.0,297.5
397,청평,37.735535999999996,127.42660049999999,3408.0,4089.25,4419.25,2734.75,350.5,179.0
398,춘천,37.885132500000005,127.71706529999999,2085.75,3099.25,3995.0,2160.0,380.25,150.0
399,퇴계원,37.6482557,127.1435322,12316.25,5909.25,7903.75,9765.75,1444.25,679.75
400,평내호평,37.6531047,127.2444979,18025.0,10504.5,13536.5,16214.0,2464.0,1410.25
401,검암,37.5684289,126.67574029999999,25521.75,9640.0,12908.75,22463.5,3665.75,1524.0
402,공항화물청사,37.4590304,126.47749540000001,12178.75,3035.75,5478.5,7201.25,880.5,229.25
403,영종,37.51236827,126.5243064,7977.25,5519.25,7331.75,7645.5,1657.0,434.25
404,운서,37.4984235,126.4670435,18420.25,11541.0,16109.5,18145.25,3545.0,1271.5
405,인천공항1터미널,37.447078399999995,126.4528439,12888.25,8204.75,12132.25,9819.0,1189.5,739.75
406,인천공항2터미널,37.4689424,126.43347469999999,7565.75,4093.0,6487.0,5145.25,600.0,500.5
407,청라국제도시,37.5564451,126.6246922,22223.75,7563.0,11134.0,20186.25,2896.75,671.25
408,경마공원,37.4437648,127.0078955,4101.25,2472.5,3603.25,2837.0,237.25,113.25
409,과천,37.433109,126.99613290000002,16337.0,9141.25,12962.25,12207.5,1354.75,475.75
410,대공원,37.43581249,127.006573,5365.75,6928.5,7430.5,2922.5,113.0,98.25
411,범계,37.3899129,126.95091000000001,73389.5,44956.75,60529.25,76191.5,7439.75,2126.5
412,선바위,37.4522835,127.00180290000002,27662.75,12060.5,17967.25,23004.5,1924.75,504.0
413,인덕원,37.401686,126.97674040000001,82891.5,35330.0,50985.75,75443.75,7923.75,2186.75
414,정부과천청사,37.4264709,126.98975039999999,32085.0,14025.5,22465.5,26218.75,1827.0,642.0
415,평촌,37.394288,126.96387949999999,64010.0,25708.0,36262.5,52841.25,5505.75,1258.75
416,가천대,37.4486992,127.12672479999999,22676.25,18520.5,23069.0,23099.0,3756.5,1357.25
417,개포동,37.4820281,127.0614706,10777.5,6548.25,9968.5,9517.25,1086.0,365.25
418,구룡,37.4869265,127.05946090000002,5343.0,3135.0,5224.0,3205.5,351.25,178.25
419,구성,37.299009000000005,127.10575370000001,15382.0,7882.75,10710.25,14326.5,2042.5,591.25
420,기흥,37.275513200000006,127.1160129,27033.5,14790.5,20277.25,28781.5,4091.0,1274.5
421,대모산입구,37.491389,127.07274939999999,12366.0,6277.0,10058.25,7252.0,932.0,748.5
422,망포,37.245765000000006,127.05690120000001,45054.5,17985.5,28275.5,43773.75,4865.0,1452.75
423,매교,37.2654788,127.0156874,9082.5,5469.5,7288.25,6707.0,839.75,765.0
424,매탄권선,37.25301339999999,127.0403832,14418.5,7196.75,10277.75,13452.25,1964.75,829.75
425,미금,37.350022499999994,127.10899850000001,40034.75,34277.75,45037.0,41566.75,4931.5,992.5
426,보정,37.31259620000001,127.10834399999999,7233.75,3918.75,5132.75,5191.0,829.75,197.5
427,상갈,37.261691799999994,127.1088952,16312.0,8966.25,11450.25,15387.0,2114.0,616.25
428,서울숲,37.5435916,127.04473970000001,26075.75,12834.0,19605.5,24340.0,2048.5,658.25
429,서현,37.38516676,127.1236567,61354.5,48484.25,67459.5,70857.25,6109.5,1598.25
430,수내,37.3784062,127.11424509999999,36087.75,24309.0,33796.75,37177.25,3574.5,950.5
431,수원시청,37.26165,127.031849,34408.0,23196.25,31387.25,37726.75,4835.75,1149.5
432,신갈,37.2861269,127.11139469999999,13561.75,8117.75,10076.75,11573.5,1733.25,584.5
433,압구정로데오,37.5278128,127.0407094,47624.75,37131.75,48772.0,60272.75,2815.5,432.25
434,야탑,37.411297600000005,127.1287143,75910.5,49715.25,66321.5,73394.0,7721.5,2070.0
435,영통,37.251355700000005,127.0712923,19788.75,15392.5,21462.0,23467.0,3498.5,646.0
436,오리,37.3399397,127.1089098,35461.5,20307.0,26415.25,29393.75,3459.25,1109.25
437,정자,37.366437,127.1083393,46519.75,26350.75,38326.0,49001.75,5934.25,1000.25
438,죽전,37.3245669,127.1074072,35930.75,26796.25,34770.75,44271.75,5545.25,1353.25
439,청명,37.259955700000006,127.0795065,13132.75,6353.25,9059.0,11475.75,1533.5,653.25
440,태평,37.4397089,127.1277447,43671.75,26109.25,35482.0,37988.0,4779.0,3622.75
441,한티,37.4962709,127.05286609999999,37033.75,29159.0,36904.25,41038.25,3951.0,609.25
442,고색,37.249691,126.9804598,11373.0,4161.0,6670.5,10105.25,1198.5,495.75
443,남동인더스파크,37.407751899999994,126.6952345,11477.25,2774.0,5962.0,6456.5,278.25,286.0
444,달월,37.3799789,126.7453575,232.0,146.75,317.75,176.25,12.0,1.25
445,사리,37.2902309,126.8567574,10219.0,6008.0,7494.25,10086.5,1598.5,475.25
446,소래포구,37.4009476,126.73367590000001,11139.5,11702.5,15491.75,10968.25,1746.5,580.5
447,송도,37.42997809,126.65440990000002,7031.0,5317.25,6814.5,5979.0,831.25,436.0
448,숭의,37.460792700000006,126.63823490000001,12607.5,7680.75,10310.5,9058.75,1161.25,817.25
449,신포,37.4682643,126.62481709999999,4629.75,3575.75,5184.75,4298.25,442.0,288.0
450,야목,37.2612175,126.88402190000001,489.25,416.5,507.5,437.75,58.0,27.75
451,어천,37.24996657,126.91111770000002,1507.25,1234.5,1534.0,1665.0,192.75,25.75
452,연수,37.4177947,126.6789669,12639.5,8836.5,11855.5,12238.5,1874.75,699.75
453,오목천,37.24374221,126.96409950000002,6045.5,4437.75,5558.75,5777.25,942.0,92.75
454,원인재,37.4126256,126.68815579999999,12828.75,8976.0,12063.75,12696.0,1835.5,750.5
455,월곶,37.3918155,126.7427645,7239.0,4751.0,6373.0,6660.25,1129.0,356.75
456,인천논현,37.40068660000001,126.7225648,15596.75,11323.75,15303.75,15631.25,1963.0,511.5
457,인하대,37.4482473,126.6497844,16488.5,10882.0,15019.75,15106.5,2093.5,694.5
458,호구포,37.4016902,126.7086388,14634.75,5542.0,9400.5,10836.75,1063.0,476.5
459,고잔,37.3168514,126.8231007,27694.5,15946.75,20134.75,22180.5,3133.5,1282.25
460,대야미,37.3279256,126.9168618,15120.0,8817.0,11844.75,13231.5,1702.75,720.25
461,반월,37.3124221,126.9038361,13540.25,8180.5,10281.5,12102.0,1562.25,890.5
462,산본,37.358073499999996,126.93309640000001,47084.5,30542.75,39033.5,49608.25,5950.5,2311.5
463,상록수,37.302812599999996,126.86677790000002,54595.0,27497.5,35809.5,52740.5,7459.5,3875.0
464,수리산,37.3504199,126.9255584,14461.5,7719.5,8388.25,9981.25,1414.5,857.5
465,신길온천,37.337538200000004,126.7673001,5520.25,2792.0,3929.5,4501.75,612.5,451.75
466,안산,37.3270474,126.7887966,38274.25,21773.5,33728.5,37165.5,3296.25,3078.25
467,오이도,37.3619245,126.7384943,25703.5,15004.25,20575.25,24437.25,3706.0,1391.0
468,정왕,37.351784499999994,126.7429429,28452.0,17283.5,23470.75,23762.75,3051.25,1493.5
469,중앙,37.3160302,126.8385294,45270.0,30704.5,41972.5,51719.25,7115.25,1777.0
470,초지,37.3206177,126.80612079999999,16630.25,7244.25,9571.0,13781.25,1720.75,810.25
471,한대앞,37.3097347,126.85361429999999,25248.5,16612.25,20980.75,24772.5,3755.5,1758.25
472,4.19민주묘지,37.64856935,127.00707790000001,7518.75,7069.75,8212.0,6541.25,823.75,319.5
473,가오리,37.64176287,127.0168207,12547.25,8780.5,10234.5,10765.0,1380.25,540.5
474,북한산보국문,37.6119091,127.0083395,17272.5,11763.5,14674.0,16511.25,2015.25,543.0
475,북한산우이,37.663101399999995,127.01257530000001,7829.75,7899.25,7861.75,4463.5,612.0,376.5
476,삼양,37.62708343,127.01814250000001,6161.75,5250.75,6154.25,5483.0,584.25,279.25
477,삼양사거리,37.621159399999996,127.02047830000001,6934.5,6360.25,7274.0,5865.25,628.25,297.25
478,솔밭공원,37.84077045,127.71327990000002,7217.5,5485.75,6144.25,6131.5,816.5,408.75
479,솔샘,37.6201733,127.0143507,18886.0,9819.25,11943.25,16070.0,1800.25,556.0
480,정릉,37.6018612,127.006184,12492.5,9255.5,11770.0,11953.25,1186.25,482.25
481,화계,37.2164079,126.9956254,10348.75,7713.75,8524.75,8427.25,974.25,535.25
482,대곡,37.63209927,126.81029,5122.25,2789.5,3670.25,3999.5,520.75,173.25
483,대화,37.67611235,126.7477665,41691.5,22088.25,25457.25,29803.0,4468.75,1618.25
484,마두,37.6519975,126.77776370000001,20451.0,16740.5,20055.25,17922.75,2134.5,884.25
485,백석,37.64327671,126.7880415,27742.5,22332.0,28706.75,27788.25,3267.5,1326.5
486,삼송,37.65332532,126.895559,57188.75,32566.75,42886.25,53339.0,5735.0,1867.25
487,원당,37.6530498,126.84289809999999,35126.75,20727.0,26106.0,30247.25,3987.25,2019.5
488,원흥,37.5679487,126.9819991,29279.75,16421.25,21387.5,25720.75,3180.0,1308.0
489,정발산,37.659711200000004,126.7732179,15723.25,15711.75,21402.0,18865.0,1780.5,535.0
490,주엽,37.6701524,126.76123770000001,23556.5,19392.75,22306.0,21458.75,2750.5,1276.25
491,화정,37.63486639,126.83257659999998,46626.5,34958.75,44618.75,47124.0,5745.0,2341.5
492,배방,36.77778060000001,127.0527081,2500.5,1944.0,2843.0,2627.75,584.5,224.0
493,봉명,36.80167475,127.1361403,4022.25,3194.0,3410.25,1806.0,466.0,302.0
494,신창,36.769788500000004,126.95182290000001,2628.75,2888.75,3793.25,2903.75,631.75,172.0
495,쌍용,36.79392381,127.1213348,5247.75,3905.0,5177.25,4660.5,1003.5,455.25
496,아산,36.7920971,127.10445259999999,6556.75,5681.25,7931.75,7735.75,1354.25,259.5
497,온양온천,36.78061632,127.003675,8716.25,10643.75,10864.75,8081.75,1448.75,553.5
498,구리,37.60325170000001,127.1433747,42510.5,25368.75,32003.0,39224.75,4867.25,2312.25
499,국수,37.51643426,127.39950390000001,1725.75,1687.25,1923.0,1329.25,184.5,115.25
500,덕소,37.58741152,127.208547,17159.25,11238.5,13325.25,15374.5,2533.5,1153.75
501,도농,37.6087705,127.1611982,33047.5,15321.5,20410.5,26100.0,3451.5,1811.5
502,도심,37.57986605,127.2227658,8407.5,3759.5,4366.75,5052.5,921.75,416.75
503,망우,37.5996345,127.0918581,22524.25,15245.25,20187.75,20343.0,2559.25,1663.25
504,신원,37.524986,127.37366029999998,467.5,575.25,683.75,297.5,28.25,25.25
505,아신,37.51379577,127.44304939999999,1310.0,1280.75,1508.5,1113.25,196.0,91.75
506,양수,37.54622766,127.32888359999998,4236.75,4277.25,5179.75,3576.75,529.5,177.0
507,양원,37.556025399999996,126.9101277,5511.75,3353.75,4235.0,3144.0,387.0,385.25
508,양정,37.60443048,127.1945162,2536.0,1377.75,2124.75,1693.75,125.0,137.25
509,오빈,37.50615870000001,127.4738918,794.75,666.5,775.25,517.75,102.25,25.0
510,용문,37.48268934,127.5945032,3087.75,5232.25,5859.75,2436.75,461.5,194.75
511,운길산,37.572600200000004,127.29458500000001,1584.5,2142.75,2601.25,1081.75,147.25,58.0
512,원덕,37.46876629999999,127.54686969999999,658.75,822.25,1009.75,471.0,74.0,72.5
513,중랑,37.5949548,127.0763183,17107.0,10572.75,13938.0,15654.75,1849.25,1477.25
514,지평,37.47663789999999,127.6293674,127.5,108.5,125.5,64.75,0.0,0.0
515,팔당,37.547342799999996,127.2439209,2347.0,2456.75,2980.5,2095.75,243.0,57.5
516,회기,37.589333399999994,127.0573033,62102.0,50163.5,64674.25,60807.25,9555.75,3068.5
